,text_cleaned
11653,أخبارنا المغربية حنان سلامة كشفت وسائل إعلام فرنسية عما قالت أنه معطيات جديدة توصلت إليها أبحاث الشرطة والتي من شأنها أن تعزز موقف الفنان المغربي في القضية وتعجل بتمتيعه بالسراح ولو المؤقت محققو الشرطة أكدوا لذات المصدر أن الشابة لورا أجرت قبيل مغادرتها رفقة سعد اتصالات مع أشخاص مشبوهين يعتقد أنهم ينتمون إلى عصابة إجرامية مما يعزز فرضية العمل المدبر المعطيات الجديدة قد تدفع المحققين إلى تكثيف البحث حول إمكانية تعرض لمجرد لمؤامرة الهدف منها ابتزازه تم استعمال لورا كطعم شهي فيها
49000,استهل إلياس العماري الأمين العام لحزب الأصالة والمعاصرة عرضه السياسي التوجيهي خلال الجلسة الافتتاحية لمؤتمر الحزب بجهة الشرق في مدينة وجدة بسرد مناقب قال في شأنه إنه قاد السفينة في مرحلة صعبة في إحالة على حسن بنعدي أول أمين عام لـ البام وأورد العماري أمام جموع مؤتمري ومؤتمرات التنظيم بجهة الشرق أن بنعدي ليس كجميع المناضلين معترفا بأنه تلميذ من تلامذته ومعتبرا إياه مرجعا للنهل من الخصال الحميدة في الممارسة السياسية وأردف كيف لا وهو سياسي محنك ومتمرس معدنه السياسي قل ما تجد نظيرا له في هذا الزمن السياسي البئيس خصوصا أن أغلبية القادة السياسيين أو أشباه القادة يصلون إلى كرسي مهما كان الثمن ويتشبثون به حتى يزورهم عزرائيل في لحظة من اللحظات ويأخذهم إلى مثواهم الأخير العماري الذي كان يتحدث عن حسن بنعدي أحد المؤسسين الأوائل لـ حركة لكل الديمقراطيين وأول أمين عام وطني لحزب الأصالة والمعاصرة دعا الحضور إلى الوقوف في لحظة اعتراف واحترام لمكانة مناضل أسهم بفكره مثلما أسهم بمشروعه السياسي وبتحركاته بمختلف جهات المملكة قبل التأسيس ولحظة التأسيس وبعد التأسيس من جانب آخر عرج العماري ليوجه كلامه إلى مؤتمري ومؤتمرات الجهة الشرقية قائلا جهتكم كانت أول جهة من الناحية الانتخابية سواء من حيث عدد المستشارين والمستشارات أو من حيث عدد الأصوات المحصل عليها لصالح حزبنا على امتداد خريطة الوطن وبهذه المناسبة أشاد العماري بمجهودات المنتمين إلى البام بالجهة الشرقية قائلا أستغل الفرصة لكي أتقدم باسم قيادة الحزب إبان انتخابات وقيادة الحزب الحالية لأشد على أيديكم وأشكركم على المجهود الجبار وعملكم الدؤوب ميدانيا من أجل تنزيل مشروع الحزب لافتا انتباه الحاضرين إلى أن المرتبة الريادية التي يتمتع بها الحزب جهويا تضعنا كقيادة سياسية أمام محك وسؤال ماذا سنفعل إزاء وعود الانتخابية المقدمة للمواطنات والمواطنين بتعبيره وتابع العماري تطرقه لعلاقة المنتخب البامي بمواطني الشرق بعد أن توجهنا بشكل جماعي إلى بسطاء الوطن وبعد أن حصلنا على ثقتهم ووعدناهم بأننا سنكون خير مدافع عن مشاكلهم بالنظر إلى أننا حزب ليس كجميع الأحزاب على الأقل في هذه النقطة خصوصا أننا اخترنا أن نمارس السياسية بشكل مغاير مشددا على منتخبي الجهة إن ثقة المواطن في الفعل السياسي تبنى على أمر واحد لا غير وهو مدى التزامنا بالوعود المقدمة لعموم المواطنين والمواطنات من جانب آخر عمد الأمين العام لحزب الأصالة والمعاصرة في خضم طرحه لمختلف المشاكل التي يعانيها سكان المناطق الشرقية إلى دعوة منتخبي الجهة وبرلمانييها والجهات المسؤولة إلى التفكير بشكل جماعي في إحداث صندوق دعم صمود سكان الحدود بالنظر إلى ما تعانيه الجهة الشرقية من مشاكل اجتماعية نتيجة توقف الأنشطة التجارية الممتدة على طول الشريط الحدودي مع الجزائر والمعبر الحدودي مع ثغر مليلية الرازح تحت التواجد الإسباني وفي معرض تطرقه لعدد من القضايا التي تخص الشأن العام الوطني دق العماري ناقوس الخطر تجاه ما يهدد المملكة مخاطبا الحاضرين منذ فجر الاستقلال إلى يومنا هذا لم يحصل إجماع من لدن كل الفرقاء السياسيين على أننا نتجه فعلا نحو الارتطام بالحائط إن لم نبادر إلى إيجاد حلول واقعية وعملية لمجموعة من الأزمات الاجتماعية التي تهدد الوطن عقب ارتفاع حجم البطالة وتزايد معدل المديونية إلى ذلك استدل إلياس العماري برقم يخص وجود نقطة سوداء في المغرب يفتقر أهلها إلى أبسط الحاجيات الأساسية للعيش الكريم وفي مقدمتها معضلة الماء وفي ختام كلمته دعا العماري كل المنتمين إلى حزب الأصالة والمعاصرة إلى محاربة آفة الفقر والجوع والجهل عوض الالتفات إلى محاسبة الغير ومحاربة من تسبب في تفاقم الوضع الحالي غير ذلك فإننا نسير بخطى ثابتة نحو الهاوية يختم الأمين العام للـ كلامه
77292,أخبارنا المغربية محمد الميموني أعلنت الكونفدرالية الإفريقية لكرة القدم رسميا اليوم أن كأس إفريقيا للمحليين التي سيختضنعا النغرب يناير القادم ستشهد لأول مرة على صعيد القارة اعتماد تقنية التحكيم اعتمادا على الفيديو هذا وتعتبر هذه هي المرة الأولى التي سيتم فيها استخدام تكنولوجيا مساعد الفيديو في البطولة الأفريقية وأكدت لجنة الكاف أنه ستبدأ تجربة هذه التقنية في الربع النهائي من البطولة التي تبدأ في يناير المقبل
20137,أصدر قاضي الحكم بالغرفة الجنحية التلبسية بالمحكمة الابتدائية حكما في حق تاجر مخدرات هاجم عناصر الأمن وتسبب في إصابة أحدهم بجروح خلال محاولتهم إيقافه وأدين المتهم بخمس سنوات سجنا وغرامة ألف درهم مع الصائر والإجبار في الأدنى بعد إدانته بحيازة وترويج المخدرات واستهلاكها والتهديد بارتكاب جناية وانتهاك حرمة مسكن وإخفاء أشياء متحصل عليها من جنحة وإهانة موظف أثناء القيام بعمله واستعمال العنف ضده نتج عنه إراقة دماء والعصيان وحيازة سلاح ناري في ظروف من شأنها تهديد سلامة الأشخاص والأموال وفقا لفصول المتابعة من القانون الجنائي كما أدانت المحكمة شريك المتهم الرئيسي بخمسة أشهر حبسا نافذا وغرامة ألف درهم بعد متابعته من قبل النيابة العامة من أجل إهانة موظف عمومي واستعمال العنف ضده وتعييب شيء مخصص للمنفعة العامة والعصيان وتعود تفاصيل هذه القضية إلى توصل مصالح الأمن الإقليمي بمعلومات دقيقة بوجود تاجر مخدرات بمنزل عائلته بأحد أحياء جنوب المدينة لتتوجه هناك قصد إيقافه بحكم أنه يشكل موضوع مذكرات بحث عديدة من قبل مصالح أمن آسفي غير أن المتهم أشهر سكينا كبير الحجم في وجه عناصر الأمن وهددهم بالتصفية الجسدية وما إن حاولوا التدخل لإيقافه حتى هاجم أحد عناصر الأمن وأصابه في إحدى يديه ليتم نقله إلى قسم المستعجلات لتلقي العلاجات الضرورية ورغم تدخل أقارب المروج للحيلولة دون اعتقاله فقد تمكنت عناصر الأمن من ألقاء القبض عليه بعد نصب كمين له إذ حجزت بحوزته كميات مهمة من مخدر الشيرا وسكاكين كبيرة ليتم اقتياده إلى مصلحة الشرطة القضائية فاعترف بالمنسوب إليه كما اعترف المتهم الثاني الذي حاول منع الشرطة من إيقاف الأول بالمنسوب إليه لتتم إحالتهما على النيابة العامة التي تابعتهما بالمنسوب إليهما محمد العوال آسفي
64747,أخبارنا الرباط شارك وفد قضائي مغربي مهم يضم رؤساء ورئيسات محكمة الإستئناف الإدارية بمراكش والمحاكم الإدارية للرباط فاس مراكش مكناس وجدة وقضاة ممثلين لوزارة العدل والمعهد العالي للقضاء شاركوا في المؤتمر العالمي الـ لقضاة قوانين اللجوء الذي انعقد بالعاصمة اليونانية أثينا في الفترة ما بين نونبر دجنبر من سنة وحسب قصاصة لـ وكالة المغرب العربي للأنباء فقد استعرض القضاة المغاربة السياسة الوطنية في مجال الهجرة ومشروع الخطة الإفريقية حول الهجرة التي سيطرحها الملك محمد السادس خلال القمة المقبلة للاتحاد الإفريقي وذلك بصفته مسؤولا لقيادة مسألة الهجرة وفق القرار الذي اتخذه القادة الافارقة خلال الدورة لقمتهم وقدم القضاة عروضا ومداخلات تلامس مختلف أوجه السياسة المغربية الجديدة في مجال الهجرة واللجوء تنسجم مع التزامات المغرب الدولية ذات الصلة والتي أتاحت خلال عملية أولى العام تسوية أوضاع أزيد من ألف مهاجر فوق التراب الوطني ثم العملية الثانية التي ما تزال جارية حاليا مبرزين كون المملكة أصبحت فاعلا رئيسيا في موضوع اللجوء ومحط تقدير وتنويه قاري ودولي حسب ما جاء في ذات القصاصة وأضاف القضاة ودائما حسب ما جاء في وكالة المغرب العربي للأنباء أن الحكومة تقترب حاليا من تبني مشروع قانون حول اللجوء يرتكز على عدة مبادئ من ضمنها عدم ترحيل اللاجئين وطالبي اللجوء أو أي شخص إلى بلد حيث تكون حياته أو سلامته الجسدية في خطر الاعتراف للاجئين بالحقوق المنصوص عليها في الاتفاقيات الدولية ومن ضمنها حق الإقامة والتجمع العائلي وممارسة الأنشطة المهنية علاوة على إحداث بنية وطنية تعنى بمسطرة طلب اللجوء وأكد المغاربة على حرص الملك محمد السادس على أن يقدم أثناء مؤتمر قمة الاتحاد الإفريقي المقبل مجموعة من المقترحات لرؤساء الدول الافارقة وذلك من أجل صياغة خطة عمل إفريقية بشأن الهجرة وذلك باعتباره مسؤولا لقيادة مسألة الهجرة تم اختياره خلال الدورة لقمة الاتحاد الإفريقي وشددوا القضاة المغاربة في هذا الخصوص أن الدعوة التي تضمنها خطاب الملك محمد السادس للقمة الافريقية الاوربية يوم الاربعاء الماضي في أبيدجان من أجل تصحيح أربع مغالطات بشأن الهجرة هي أن الهجرة الإفريقية لا تتم بين القارات في غالب الأحيان من أصل أفارقة مهاجرين منهم يبقون في إفريقيا وأن الهجرة غير الشرعية لا تشكل النسبة الكبرى فهي تمثل بالمائة فقط من الحجم الإجمالي للهجرة الدولية وأن الهجرة لا تسبب الفقر لدول الاستقبال بالمائة من عائدات المهاجرين تصرف داخل هذه الدول وأخيرا بأن التمييز بين بلدان الهجرة وبلدان العبور وبلدان الاستقبال لم يعد قائما
98571,منح الهولندي رودي كرول مدرب الرجاء الرياضي إشارة الضوء الأخضر للمكتب المسير لإعارة أربعة لاعبين قبل تحديد لائحته النهائية يتقدمهم الدولي الأولمبي وليد الصبار الذي كان قليل الظهور في التشكيلة الأساسية في المباريات الأخيرة ومصطفى بلمقدم الذي حمله الطاقم مسؤولية الهزيمة أمام الفتح الرياضي السبت الماضي لحساب افتتاح فعاليات البطولة ولاعب وسط الميدان الصاعد من فئة الأمل حمزة بوسدرة الذي كان عطاؤه جيدا في بداية الاستعدادات وأيوب بوشتة الذي ظهر بمستوى متذبذب في منافسات كأس شمال إفريقيا للأندية البطلة التي فاز بها الرجاء الشهر الماضي وفي موضوع آخر نفى مصدر من داخل الرجاء مفاوضة المهدي بلعروصي مدافع المغرب الفاسي وأكد المصدر ذاته في اتصال هاتفي مع الصباح الرياضي أن الرجاء أغلق باب الانتدابات بصفقة أحمد جحوح وقال لدينا العدد الكافي من المدافعين حتى في حال إعارة بلمقدم
26795,تمكنت عناصر الشرطة الوطنية الإسبانية من تفكيك شبكة مختصة في تهريب مخدر الكوكايين من إسبانيا نحو المغرب عبر ثغر مليلية المحتل وإيقاف من أفراد هذه العصابة الإجرامية الذين ينشطون بمختلف مدن المملكة الأيبيرية ووفق ما أوردته وكالة الأنباء الإسبانية إفي فقد جرى إيقاف المعنيين بالأمر خلال عملية مداهمة همت مدينتي مليلية وأليكانتي أفضت إلى حجر كيلوغراما من مخدر الكوكايين وقاربين مطاطيين مجهزين بمحركات قوية ودراجة نارية وحواسيب وهواتف محمولة ومبلغ مالي بقيمة آلاف يورو وتبعا للمصدر ذاته فإن الموقوفين يتواجدون حاليا رهن الاعتقال الاحتياطي بغية تعميق البحث معهم بشأن تهم تتعلق بـ ارتكاب جريمة الانتماء إلى منظمة إجرامية وترويج المخدرات وتزوير الوثائق مشيرا إلى أن عناصر الأمن الإسباني عثرت أيضا على سيارات فخمة يتم استخدامها لنقل الممنوعات وتابعت أن كمية المخدرات الموزعة داخل التراب المغربي يتم شراؤها بهولندا لتنقل في ما بعد إلى ألمانيا ثم إلى مدينة الناظور عبر ثغر مليلية مبرزة في السياق ذاته أن الأشخاص الذين جرى اعتقالهم يحملون الجنسيتين الإسبانية والمغربية بعضهم صدرت في حقه مذكرات بحث دولية
25376,قضت غرفة الجنح الضبطية بالمحكمة الابتدائية بمدينة ورززات اليوم الثلاثاء بمؤاخذة التلميذ القاصر الذي اعتدى على أستاذه داخل القسم بالثانوية التأهيلية سيدي داود من أجل ما نسب إليه وحكمت عليه بما قضاه من عقوبة حبسية نافذة مدتها يوما كما قضت المحكمة ذاتها بإيداع التلميذ القاصر بمركز حماية الطفولة بمدينة مراكش لمدة شهرين مع إخضاعه لنظام الحرية المحروسة للمدة نفسها ويعهد بتنفيذها إلى مندوب الحرية المحروسة بالمؤسسة المذكورة بحسب ما جاء في نص الحكم الذي أصدرته المحكمة في هذه القضية وحملت المحكمة الابتدائية بمدينة ورززات في الدعوة العمومية لولي أمر التلميذ المتهم الصائر وفي الدعوة المدنية قضت بأداء ولي أمر التلميذ القاصر لفائدة المطالب بالحق المدني الأستاذ المعنف والمديرية الإقليمية لوزارة التربية الوطنية بورززات مبلغ رمزي حددته في درهم واحد لكل واحد منهما جدير بالذكر أن تفاصيل هذه القضية تعود إلى أسبوعين قبل الأسبوع الماضي بعدما ظهر تلميذ يبلغ عاما في مقطع فيديو انتشر على مواقع التواصل الاجتماعي وهو يعرض أستاذه للعنف الجسدي داخل القسم بالثانوية التأهيلية سيدي داود
84117,برشلونة يفوز بهدفين على ريال مايوركا ويبقى في المطاردة فاز ريال مدريد المتصدر على ضيفه ريال سوسييداد بخمسة أهداف لواحد في افتتاح الدورة من الدوري الإسباني لكرة القدم فيما تغلب غريمه برشلونة حامل اللقب في الاعوام الثلاثة الاخيرة على مضيفه ريال مايوركا بهدفين لصفر في المباراة الاولى التي جرت على ملعب سانتياغو برنابيو افتتح ريال مدريد الذي زج مدربه البرتغالي جوزيه مورينيو بتشكيلة كاملة في الدفاع والوسط والهجوم التسجيل في وقت مبكر بعد محاولة ضائعة من الفرنسي كريم بنزيمة عبر الارجنتيني غونزالو هيغواين الذي تلقى كرة معادة من الفرنسي نفسه اودعها الشباك بيمناه وعزز البرتغالي كريستيانو رونالدو تقدم فريقه بالهدف الثاني بعد تمريرة من البرازيلي كاكا في الدقيقة قبل أن يحرز بنزيمة الثالث مستفيدا من تمريرة تشابي الونسو في الدقيقة ورد ريال سوسييداد بسرعة مقلصا الفارق عن طريق تشابي برييتو الذي استثمر كرة من البرتو دي لا بيلا في الدقيقة وشهدت بداية الشوط الثاني هدفين سريعين للفريق الملكي أولهما لبنزيمة إثر تمريرة من الالماني سامي خضيرة في الدقيقة والثاني لرونالدو مستفيدا من تمريرة هيغواين في الدقيقة رافعا رصيده الى هدفا متساويا مع نجم برشلونة الارجنتيني ليونيل ميسي في صدارة ترتيب الهدافين ولم يستطع أي من الفريقين في مدى دقيقة متبقية هز شباك الآخر لتنتهي المباراة بفوز كبير للفريق الملكي بعد تعادلين فرفع رصيده الى نقطة وأبقى على فارق النقاط الست الفاصلة بينه وبين مطارده برشلونة الذي حقق فوزه السابع على التوالي على ملعب ايبيروستار وافتتح الارجنتيني ليونيل ميسي التسجيل لبرشلونة من ضربة حرة لعبها من مسافة مترا في الدقيقة وكان ميسي توج أفضل هداف في تاريخ ناديه هدفا بتفوقه بفارق هدفين على الاسطورة سيزار رودريغيز وذلك بعد أن سجل هدفه الرابع والخمسين هذا الموسم في جميع المسابقات خلال المباراة الاخيرة التي فاز فيها الذي فاز برشلونة على ضيفه غرناطة وكاد سانشيس يسجل الهدف الثاني لكن تسديدته المرتدة من الدفاع ارتطمت بالعارضة في الدقيقة لينتهي الشوط الاول بتقدم الفريق الكاتالوني وفي الشوط الثاني نال لاعب الوسط تياغو الكانتارا بطاقة صفراء ثانية للمسه الكرة بيده في الدقيقة قبل أن يضيف جيرار بيكي الهدف الثاني في الدقيقة وكالات
104561,طالب جمال السلامي مدرب فريق الفتح الرياضي بالتعاقد مع ثلاثة لاعبين ضمنهم مراد باتنة لاعب فريق حسنية أكادير وحارس مرمى لا يتعدى السن الأولمبي وعلم الصباح الرياضي أن المكتب المسير للفتح الرياضي عقد اجتماعا أول أمس الاثنين لتدارس الانتدابات المقبلة ولائحة المغادرين إذ تبينت رغبة جمال السلامي في تسريح كل من نور الدين آيت عبد الواحد ودانيال مونشاري وعبد الإله منصور وانتداب ثلاثة لاعبين ضمنهم حارس مرمى شاب مشيرا إلى أن الفريق يتدارس أيضا إمكانية تسريح آيت عبد الواحد إلى فريق حسنية أكادير عوض النادي القنيطري بعد أن أبدى الأخير رغبته في انتدابه وأضاف المصدر ذاته أن دانيال مونشاري قد يلتحق بزميله منصور في فريق الكوكب المراكشي سيما أن هناك اتفاقا مبدئيا على انتقال مونشاري إلى الفريق المراكشي كما أن إدارة الفريق مازالت تواصل اتصالاتها بفريق الوداد الرياضي من أجل الاستفادة من خدمات أيوب سكومة بعد أن أبدى السلامي رغبة كبيرة في التعاقد معه
1585,بوب مغريب يشعلون منصة الكوك ورشيد طه وسحماوي نجما حفل الاختتام بعد غياب سنتين عاد مهرجان البولفار في نسخة جديدة احتضنها الفضاء الثقافي لمجازر الدار البيضاء ليزاباتوار حيث أقيمت منافسات الترومبلان والعديد من الأنشطة الثقافية والرياضية إضافة إلى ملعب الكوك حيث أحيت العديد من المجموعات الغنائية المحلية والدولية حفلاتها لتعيش العاصمة الاقتصادية ولمدة أيام كاملة من إلى شتنبر الجاري لحظات موسيقية قوية كان مسك ختامها الحفل الجميل الذي أحياه ليلة الأحد الماضي الروكر الفرانكو جزائري رشيد طه إضافة إلى عزيز سحماوي والمجموعة المغربية المتألقة بوب مغريب التعزيزات الأمنية أمام مدخل ملعب الكوك بالدار البيضاء كانت على أشدها ليلة الأحد الماضي المناسبة حفل اختتام فعاليات البولفار المهرجان الشبابي المثير للجدل الذي عاد في نسخة جديدة هذه السنة بعد غيابه حوالي سنتين بسبب تخلي المحتضنين عن دعمه وبسبب انشغال منظميه في أنشطة البولتيك المركز الموسيقي الذي أقاموه بفضل الشيكات الملكية حسب ما أكد محمد مغاري الشهير بـ مومو في حوار سابق مع الصباح بوب مغريب حين يمتزج الريغي مع التراث فضاء الكوك يكاد يمتلئ عن آخره بفضل جمهور البولفار ومريديه وبفضل عشاق الموسيقى الشبابية الذين حجوا بكثرة من أجل حضور حفل الاختتام البداية كانت مع مجموعة بوب مغريب التي أشعلت المنصة وحركت الجمهور الذي تفاعل بقوة مع الموسيقى التي تقدمها والتي تمزج فيها بين أغاني نجم الريغي الراحل بوب مارلي وأغاني التراث المغربي وذلك باستعمال آلات موسيقية أوريجينال مثل الرباب الإلكتروني لوتار الإلكتروني المجموعة التي يتكون أغلب أفرادها من موسيقيين موهوبين يشتغلون مع فرق أخرى هوبا هوبا سبيريت باري لكنهم يجتمعون في حفلات محلية أو على المستوى الدولي حين يحتاج الأمر إلى ذلك يقول مومو الذي كان متفاعلا بشكل كبير مع العرض الذي قدمته الفرقة إنها فرقة ناجحة بكل المقاييس وتبرهن في كل مرة على مهنيتها وموهبة موسيقييها وهي فرقة تشكلت في البولتيك وتخرجت منه وسيكون لها شأن كبير في المستقبل سحماوي ورشيد طه نايضة وبصعود عزيز سحماوي المغربي ابن مدينة البهجة الذي وصل بموسيقى كناوة وبالتراث المغاربي إلى العالمية ازداد الجمهور حماسا مع سماع نغمات تاكناويت الممزوجة بحرفية مع موسيقى الجاز الفوزيون ووصل تفاعله إلى الذروة مع الإيقاعات الكناوية التي يتقن العضو السابق في الأوركسترا الوطنية لباربيس وواحد من مؤسسيها يتقن عزفها إلى جانب الموسيقيين الموهوبين الذين يكونون مجموعته الجديدة يونيفيرسيتي أوف كناوة وكان مسك ختام حفل اختتام البولفار هو الروكر الفرانكو جزائري الشهير رشيد طه الذي أدى أمام الجمهور مجموعة من أشهر أغانيه من بينها أغنية يا الرايح للمغني الجزائري الراحل دحمان الحراشي والتي أعاد طه توزيعها وغناءها من جديد بطريقته الخاصة فمنحها حياة جديدة ورغم أن ساحة الكوك خلت نسبيا من جمهورها إلا أن عشاق رشيد طه ظلوا في انتظار فقرته الغنائية التي تأخرت بحوالي ساعة إلا ربعا قبل أن يطل عليهم ستيله المميز وطريقته المتفردة في الغناء ليقدم وسط تفاعل جمهوره مجموعة من أغانيه التي رددها معه الجمهور عن ظهر قلب الترومبلان والمسابقات الرياضية بـ المجازر وإذا كان ملعب الكوك احتضن مجمل حفلات البولفار فإن الفضاء الثقافي لمجازر الدار البيضاء ليزاباتوار سابقا عرف منافسات الترومبلان التي تنظم كل سنة بالتزامن مع المهرجان وتتخرج منها فرق موسيقية تشق طريقها في عالم الموسيقى البديلة مثلما يفضل أن يسمي البعض موسيقى لانوفيل سين المغربية وقد شاركت هذه السنة مجموعة من مختلف مدن المغرب فازت منها في فئة الهيب هوب مجموعة ستون كرو من الدار البيضاء التي حصلت على الجائزة الأولى وقدرها آلاف درهم وفرقة سمايلي كومباني من الدار البيضاء أيضا التي حصلت على الجائزة الثانية وقدرها درهم أما عن فئة الروك ميتال ففازت بالجائزة الأولى مناصفة فرقتا ذو بيزمنت من الدار البيضاء هيلز روكرز من الرباط وفي صنف الفوزيون فازت مجموعة ميد إين بلاد من الدار البيضاء وتيزينت بالجائزة الأولى في حين حصلت على الجائزة الثانية مجموعة دارك ستريت باند من تارودانت وإضافة إلى الجوائز المالية ستحظى المجموعات الفائزة بتكوين موسيقي في مركز البولتيك التابع لجمعية البولفار إضافة إلى تسجيل أغنيتين على حساب المهرجان ونظمت على هامش الترومبلان وحفلات البولفار مسابقات رياضية أيضا إضافة إلى ورشات في الغرافيتي وفنون الشارع وتنظيم السوق الجمعوي والموسيقي مجموعات وشحت بوسام ملكي استضاف البولفار في دورته إضافة إلى رشيد طه وعزيز سحماوي الفرقة الإنجليزية ذو هيربالايزر والمجموعة السويدية دارك ترانكيليتي وكان البولفار حظي بالتفاتة ملكية في شخص واحد من مؤسسيه محمد المغاري المعروف في الأوساط الفنية والموسيقية بـ مومو والذي تم توشيحه أخيرا بوسام ملكي يشار إلى أن البولفار واجه في بداياته العديد من العراقيل والصعوبات من طرف السلطة وتعرض العديد من محبيه ومريديه إلى السجن بتهمة عبادة الشيطان كما كان تنظيمه دائما مثار جدل خاصة لدى الأوساط الدينية المحافظة التي كانت تعتبره مرتعا للرذيلة وتنادي دائما بمقاطعته ومن بينها حزب العدالة والتنمية الذي يترأس أمينه العام الحكومة الحالية قبل أن يتمكن من فرض اسمه في الساحة الموسيقية الوطنية بعد أن تخرج منه نجوم ما أصبح يعرف بعد ذلك بـ الموسيقى البديلة أو حركة نايضة ومن بينهم دون بيغ ومجموعات آش كاين فناير مازاغان الذين توجوا بدورهم بالوسام الملكي أخيرا نورا الفواري
44343,الرباط رويترز قال المغرب يوم الجمعة ان العمليات بدأت في محطة جديدة للمنتجات النفطية بطاقة مليون برميل وان الهدف الرئيسي منها هو التجارة الدولية وقالت السلطة المينائية لطنجة المتوسط في بيان ان المحطة تقع في ميناء طنجة المتوسط وستزيد المحطة طاقة التخزين في المملكة لتغطي استهلاك يوما وتقع محطة التخزين الاخرى بالمملكة في ميناء المحمدية الذي يضم مصفاة تكرير النفط الوحيدة بالمملكة والتي تسمى سامير
105662,سيتبارون مع جنوب إفريقيا وأنغولا والرأس الأخضر وينتقلون بين ملعبي جوهانسبورغ ودوبلان وضعت قرعة نهائيات الدورة لكأس أمم إفريقيا المنتخب الوطني في المجموعة الأولى إلى جانب جنوب إفريقيا البلد المضيف وأنغولا والرأس الأخضر وأوقعت القرعة التي سحبت مساء الأربعاء الماضي بديربان الأسود وجنوب إفريقيا وجها لوجه في الدور الأول لتكون المرة الخامسة التي يواجه فيها المنتخب الوطني منتخب البلد المستضيف للدورة بعد دورات بنيجيريا وغانا بمصر بغانا بالغابون وغينيا الاستوائية وهي الدورات نفسها التي فشل فيها المنتخب الوطني في التأهل إلى الدور الثاني ويفتتح المنتخب الوطني مشاركته في نهائيات كأس إفريقيا المقررة في جنوب إفريقيا ما بين يناير فبراير المقبل بمواجهة نظيره الأنغولي بجوهانسبورغ في يناير بعد مباراة الافتتاح التي يواجه فيها منتخب البلد المستضيف للدورة منتخب الرأس الأخضر وسيكون المنتخبان الوطني والرأس الأخضر مضطرين إلى التنقل إلى دوبلان لخوض مباراتهما يوم يناير لحساب الجولة الثانية من منافسات الدور الأول قبل مواجهة منتخب البلد المضيف جنوب إفريقيا في منه في المدينة نفسها ضمن الجولة الأخيرة من منافسات الدور الأول وكان الطاوسي مدرب المنتخب الوطني وكريم العالم موفد الجامعة إلى دوبلان زارا مختلف المرافق والبنيات التحتية بدوبلان وجنوب إفريقيا لاختيار الإقامة والملعب الذي سيتدرب فيه المنتخب الوطني قبل انطلاق المونديال الإفريقي وبخصوص باقي المجموعات سيتبارى منتخب زامبيا حامل لقب النسخة الماضية في المجموعة الثالثة إلى جانب إثيوبيا ونيجيريا وبوركينافاسو فيما تضم الثانية منتخبات غانا والكونغو الديمقراطية ومالي والنيجر أما المجموعة الرابعة التي اعتبرت الأقوى على الإطلاق فتتشكل من منتخبات كوت ديفوار والتوغو وتونس والجزائر وتنطلق منافسات الربع النهائي في ثاني فبراير إذ سيواجه أول المجموعة الأولى التي يوجد فيها المغرب ثاني المجموعة الثانية بدوبلان فيما يحل ثاني المجموعة الأولى ضيفا على أول المجموعة الثانية ببورت إليزابيث عيسى الكامحي
60664,لحسن بهجي عبر قياديو وأعضاء حزب الحركة الشعبية بالجهة الشرقية عن تذمرهم الشديد من الطريقة التي تم بها إخراج عبد العظيم الكروج من حكومة عبد الإله بنكيران خلال التعديل الثاني الذي طالها وأفاد عدد من الحركيين الذين زاروا عبد العظيم الكروج في مقر إقامته بالزاوية البودشيشية بمدينة أحفير أنهم متذمرون من الطريقة التي تعامل بها الأمين العام لحزب الحركة الشعبية امحند العنصر والمنسق العام محمد أوزين وعضوة المكتب السياسي حليمة العسالي مع الوزير المقال خلال التعديل الحكومي الأخير معتبرين أن قيادة الحزب أهانت مناضلي الجهة الشرقية وإبن منطقتهم الذي ضحت به بدون مبرر ولم يعطوه فرصة تقديم إستقالته كما فعل رئيس الحكومة وكشف كاتب فرع حزب الحركة الشعبية بإحدى جماعات الجهة الشرقية أن قرار إعفاء عبد العظيم الكروج من منصبه الحكومي سيكون له أثر كبير على القرارات الحزبية بالمنطقة موضحا أن قياديي الحزب بالجهة الشرقية يتجهون نحو مقاطعة أنشطة الحزب وصد إستحواذ امحند العنصر ومحمد أوزين وحليمة العسالي على الحزب في أفق الإلتحاق بالحركة التصحيحية التي يقودها سعيد أولباشا وعبد القادر تاتو وعزيز الدرمومي وندد نفس المسؤول الحركي بما إعتبره تحكم حليمة العسالي وصهرها محمد أوزين في أجهزة وهياكل حزب الحركة الشعبية وتجاوزهم القواعد الديمقراطية والقوانين وأعراف الحزب وقبل تذكيره بطريقة تعامل قيادة الحزب الحركة الشعبية مع محمد أوزين الذي لب منه في آخر لحظة رفع ملتمس إعفاءه من منصبه الوزاري لحفظ ماء الوجه وإصدار الحزب بيان تضامني معه رغم فظاعة التهم الموجهة إليه دعا المسؤول الحركي بالجهة الشرقية إلى ضرورة إتخاذ موقف حازم والتضامن مع عبد العظيم الكروج قبل الإستحقاقات المقبلة مؤكدا جود نظرة عنصرية وقبلية داخل حزب السنبلة يذكر أن تصريحات نسبت للوزير عبد العظيم الكروج المعفى من مهامه من قبل الملك محمد السادس بناء على طلب رئيس الحكومة عبد الإله بنكيران تفيد بأن امحند العنصر وحليمة العسالي ومحمد أوزين تآمروا عليه لإخراجه من الحكومة لفائدة حركي آخر من دون تقديم أي مبررات مقنعة
